trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.5, 'e': 0.33198854607010114}",25,17,8.028985920382492,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.33099258043189084}",20,2,0.35920956584320796,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.32999960269059514}",25,5,-15.411632061197942,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
370,False,"{'a': 0.5, 'e': 0.32900960388252337}",20,9,20.3034924594455,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.3280225750708758}",20,8,13.22673321182287,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.32703850734566314}",20,11,1.7354227701357314,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.32605739182362614}",20,9,16.3951841077715,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.3250792196481553}",25,11,17.954172500454998,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.3241039819892108}",25,17,15.141055317817408,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.32313167004324317}",25,0,-13.079687762466616,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
377,False,"{'a': 0.5, 'e': 0.32216227503311345}",20,0,-10.68650572434017,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
378,False,"{'a': 0.5, 'e': 0.3211957882080141}",20,2,-28.450909183517265,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
379,False,"{'a': 0.5, 'e': 0.32023220084339005}",25,12,-35.195103947895696,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
380,False,"{'a': 0.5, 'e': 0.31927150424085987}",20,0,-58.954127513859504,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
381,False,"{'a': 0.5, 'e': 0.3183136897281373}",20,3,-23.77868709274324,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
382,False,"{'a': 0.5, 'e': 0.31735874865895286}",25,0,26.165140039954863,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
383,False,"{'a': 0.5, 'e': 0.316406672412976}",30,13,-40.06051969805494,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
384,False,"{'a': 0.5, 'e': 0.3154574523957371}",20,9,-2.414806792444332,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.3145110800385499}",20,5,2.022285646920576,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.31356754679843424}",20,0,-20.30537413592004,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
387,False,"{'a': 0.5, 'e': 0.31262684415803893}",25,0,21.519487323237197,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
388,False,"{'a': 0.5, 'e': 0.3116889636255648}",20,16,9.660010650366019,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.3107538967346881}",30,21,-4.960208754138047,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.30982163504448407}",25,17,6.830853571474819,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.3088921701393506}",25,5,-50.75697525550701,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
392,False,"{'a': 0.5, 'e': 0.30796549362893255}",20,5,26.534609721420313,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.30704159714804574}",20,11,4.319211823200509,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.3061204723566016}",20,11,16.334830772126573,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.3052021109395318}",20,0,-96.40457555668253,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
396,False,"{'a': 0.5, 'e': 0.3042865046067132}",25,12,9.972652010918212,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.30337364509289305}",20,5,8.833281837171588,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.30246352415761435}",20,0,16.90625938888501,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
399,False,"{'a': 0.5, 'e': 0.3015561335851415}",20,12,-35.298062363091326,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
400,False,"{'a': 0.5, 'e': 0.30065146518438607}",25,17,7.123059144976984,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.2997495107888329}",20,10,-22.697969076319623,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
402,False,"{'a': 0.5, 'e': 0.2988502622564664}",20,11,8.691325754301047,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.29795371146969696}",20,4,-97.72717403345452,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 2}",1
404,False,"{'a': 0.5, 'e': 0.29705985033528787}",25,9,-29.83424022573193,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.296168670784282}",25,15,-6.1294384577002266,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.29528016477192914}",20,2,11.708663440504985,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.29439432427761336}",25,11,12.995408122972929,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.2935111413047805}",20,6,11.624735556834672,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.29263060788086614}",30,0,-59.53375723519367,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
410,False,"{'a': 0.5, 'e': 0.2917527160572235}",30,21,-12.938216566184682,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.29087745790905184}",30,20,8.652985154336182,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.2900048255353247}",20,12,6.429608733687094,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.28913481105871874}",20,0,3.604754986114564,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
414,False,"{'a': 0.5, 'e': 0.28826740662554257}",20,7,-44.92406228457198,"{0: 9, 1: 0, 2: 2, 3: 2, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.28740260440566595}",35,17,-2.540925495298044,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.28654039659244895}",20,9,-55.24266533272807,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
417,False,"{'a': 0.5, 'e': 0.2856807754026716}",25,9,-50.79533048425576,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
418,False,"{'a': 0.5, 'e': 0.2848237330764636}",20,6,-33.02402727508515,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
419,False,"{'a': 0.5, 'e': 0.2839692618772342}",20,6,22.976792990731514,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.2831173540916025}",20,16,6.763448896283572,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.28226800202932767}",20,2,7.5976903382277134,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.28142119802323967}",25,0,20.87766053626863,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
423,False,"{'a': 0.5, 'e': 0.28057693442917}",25,0,-18.857508666141683,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
424,False,"{'a': 0.5, 'e': 0.27973520362588244}",20,4,25.671867914244032,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.2788959980150048}",20,7,23.900562423508298,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.2780593100209598}",30,0,-33.27522336677682,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
427,False,"{'a': 0.5, 'e': 0.2772251320908969}",30,13,9.370555524452307,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.2763934566946242}",25,8,18.23256751482593,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.2755642763245403}",25,2,-1.5211070436719631,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.27473758349556665}",30,13,17.363140422803966,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.27391337074507993}",20,11,-23.57236560584769,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
432,False,"{'a': 0.5, 'e': 0.2730916306328447}",25,15,19.452376814532446,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.27227235574094616}",30,4,-35.67852273200126,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 1}",1
434,False,"{'a': 0.5, 'e': 0.2714555386737233}",20,7,23.510081690038145,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.2706411720577021}",30,11,-27.915093178544613,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.269829248541529}",35,20,18.938729335569796,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.2690197607959044}",20,8,-18.303067423838865,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.26821270151351667}",20,15,-31.56418674931009,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
439,False,"{'a': 0.5, 'e': 0.2674080634089761}",20,6,16.460787466499276,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.2666058392187492}",25,6,-21.84732055411257,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.26580602170109296}",20,0,-56.62520301369381,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
442,False,"{'a': 0.5, 'e': 0.26500860363598966}",30,16,-63.56646757760965,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
443,False,"{'a': 0.5, 'e': 0.2642135778250817}",20,0,13.787331116486342,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.26342093709160647}",25,16,3.984942728290029,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.26263067428033166}",25,7,16.39417357695007,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.26184278225749064}",25,17,15.673930943400695,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.26105725391071816}",30,0,9.198968742513701,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
448,False,"{'a': 0.5, 'e': 0.260274082148986}",20,15,2.8189371887247874,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.2594932599025391}",25,20,9.284656614903042,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.25871478012283144}",25,3,-14.736295798875076,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.25793863578246295}",30,5,-13.244302178681716,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
452,False,"{'a': 0.5, 'e': 0.2571648198751156}",25,17,12.631324659651437,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.25639332541549026}",25,9,20.45143495567277,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.2556241454392438}",25,7,-8.639593554354573,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
455,False,"{'a': 0.5, 'e': 0.25485727300292604}",25,11,8.22824831976464,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.25409270118391725}",20,8,-25.53059242544752,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.2533304230803655}",20,10,-35.57936239067074,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
458,False,"{'a': 0.5, 'e': 0.25257043181112443}",35,18,-12.138038665033784,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
459,False,"{'a': 0.5, 'e': 0.25181272051569104}",30,16,25.894207451860076,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.251057282354144}",35,25,19.363448131215346,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.25030411050708157}",20,4,-79.08380532767485,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
462,False,"{'a': 0.5, 'e': 0.24955319817556032}",25,15,-22.911768289729938,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
463,False,"{'a': 0.5, 'e': 0.24880453858103363}",20,0,-14.266093499019854,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
464,False,"{'a': 0.5, 'e': 0.24805812496529053}",20,0,-36.516965352891226,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
465,False,"{'a': 0.5, 'e': 0.24731395059039465}",30,19,11.993340003240231,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.24657200873862348}",25,15,4.76711487806509,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.2458322927124076}",25,4,-8.022177204608884,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.24509479583427038}",30,0,-8.012016665604492,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
469,False,"{'a': 0.5, 'e': 0.24435951144676757}",20,14,10.59059100382994,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.24362643291242728}",30,8,-12.67164464273754,"{0: 19, 1: 0, 2: 1, 3: 2, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.24289555361369}",25,1,-8.682787321073931,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
472,False,"{'a': 0.5, 'e': 0.24216686695284892}",20,6,24.47502758040298,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.24144036635199037}",20,11,13.71896141637177,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.24071604525293439}",20,6,4.369610218413181,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.2399938971171756}",30,3,14.794649742565264,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.23927391542582405}",20,8,-33.99258955963336,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
477,False,"{'a': 0.5, 'e': 0.23855609367954658}",20,2,6.0652582281877185,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.23784042539850794}",20,4,-76.06389793618423,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
479,False,"{'a': 0.5, 'e': 0.2371269041223124}",25,14,4.669511907290206,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.23641552340994548}",20,9,8.803770848226778,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.23570627683971565}",25,5,17.00954376714016,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.2349991580091965}",25,5,8.205991805795533,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.2342941605351689}",25,15,16.327102190739744,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.23359127805356342}",25,5,19.78473571553046,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.23289050421940272}",25,8,29.399376226698365,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.2321918327067445}",20,5,5.590598571837873,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.23149525720862427}",20,1,3.525753214688709,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.2308007714369984}",20,0,14.439878782011688,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.2301083691226874}",25,18,16.32236518510668,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.22941804401531934}",25,11,13.636541837452793,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.2287297898832734}",20,10,17.431105057315374,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.22804360051362357}",25,11,8.569428812690749,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.2273594697120827}",25,10,-12.588184820498626,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
494,False,"{'a': 0.5, 'e': 0.22667739130294645}",20,6,-16.12849489275927,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
495,False,"{'a': 0.5, 'e': 0.22599735912903762}",20,2,12.07390354171736,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.2253193670516505}",20,4,23.278720246690586,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.22464340895049556}",25,18,11.995907707348815,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.22396947872364406}",20,6,-30.451138781181772,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
499,False,"{'a': 0.5, 'e': 0.22329757028747313}",25,11,-19.742093068568174,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
500,False,"{'a': 0.5, 'e': 0.2226276775766107}",25,0,-33.843372242981395,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
501,False,"{'a': 0.5, 'e': 0.22195979454388087}",25,15,17.382491006302224,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.22129391516024924}",30,0,8.591182336676688,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
503,False,"{'a': 0.5, 'e': 0.2206300334147685}",20,2,-59.62852777846513,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 2}",1
504,False,"{'a': 0.5, 'e': 0.2199681433145242}",25,8,-51.618999718227585,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 1}",1
505,False,"{'a': 0.5, 'e': 0.21930823888458062}",20,11,18.33399458213593,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.21865031416792688}",20,3,-36.523340305737996,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
507,False,"{'a': 0.5, 'e': 0.2179943632254231}",20,6,-3.6787471538443066,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.21734038013574683}",30,21,18.22016901140769,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.21668835899533959}",25,13,8.791398907011766,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.21603829391835358}",20,0,-58.77207516806158,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
511,False,"{'a': 0.5, 'e': 0.21539017903659852}",25,19,11.335902932246135,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.21474400849948871}",25,12,-1.2627893694875798,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.21409977647399026}",20,11,8.822042007480192,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.21345747714456828}",30,10,3.6483830408329583,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.21281710471313459}",25,3,26.862975504724183,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.2121786533989952}",25,18,4.798192673498098,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.2115421174387982}",25,10,9.941953771181753,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.2109074910864818}",25,8,27.327754696608302,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.21027476861322236}",20,3,26.72760506841646,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.2096439443073827}",25,13,20.454175423599878,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.20901501247446055}",25,8,-0.37467364981552853,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.20838796743703716}",30,9,26.5096646124912,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.20776280353472606}",20,10,6.320689508821208,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.20713951512412188}",20,8,-21.225354054539178,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
525,False,"{'a': 0.5, 'e': 0.2065180965787495}",30,16,1.9194467799187778,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.20589854228901325}",20,0,28.653598839191236,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
527,False,"{'a': 0.5, 'e': 0.20528084666214622}",20,10,17.26803878566238,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.20466500412215977}",20,10,15.205313386466923,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.2040510091097933}",20,5,23.026940923525693,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.2034388560824639}",25,3,-5.379464554544146,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.2028285395142165}",20,12,14.276143563632253,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.20222005389567385}",25,13,24.86547353894053,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.20161339373398682}",20,12,-5.961480094607813,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.20100855355278485}",20,0,-35.97873128504341,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
535,False,"{'a': 0.5, 'e': 0.20040552789212648}",20,12,-22.673988446007428,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.1998043113084501}",25,4,31.455728915504217,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.19920489837452476}",20,15,9.590009623192161,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.1986072836794012}",20,12,4.872204769172285,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.198011461828363}",20,7,-31.67799055390908,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.1974174274428779}",20,10,17.74656513367818,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.19682517516054926}",25,20,8.678101572329659,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.19623469963506762}",20,1,8.686640821521664,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.1956459955361624}",20,9,17.091223029647846,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.1950590575495539}",20,12,13.692284812623663,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.19447388037690524}",25,19,-2.356271192145531,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.19389045873577454}",20,9,-66.88739700380988,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
547,False,"{'a': 0.5, 'e': 0.19330878735956722}",20,2,-53.72504836204018,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 1}",1
548,False,"{'a': 0.5, 'e': 0.1927288609974885}",20,16,8.85370596483601,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.19215067441449604}",25,12,13.787808110479748,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.19157422239125255}",25,10,17.36385338675087,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.1909994997240788}",35,18,-25.35517188003165,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
